"","https://www.cartacapital.com.br/page/1/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/2/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/3/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/4/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/5/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/6/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/7/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/8/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/9/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/10/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/11/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/12/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/13/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/14/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/15/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/16/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/17/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/18/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/19/?s=Elei%C3%A7%C3%B5es+2022","https://www.cartacapital.com.br/page/20/?s=Elei%C3%A7%C3%B5es+2022"
"1","



Não haverá democracia sem as mulheres negras: um balanço das eleições 2022
Mais do que eleger as lideranças, o projeto teve como finalidade evidenciar o compromisso que as mulheres negras têm com a sociedade brasileira
Por Fabiana Pinto e Tainah Pereira |  08.12.2022 16h48

","



Eleições 2022: Veja as fotos dos candidatos à Presidência que aparecerão nas urnas
A candidatura de Pablo Marçal (PROS) está sob ameaça e depende de uma resolução judicial sobre o comando do partido
Por Carta Capital |  15.08.2022 16h56

","



Eleições 2022: Bolsonaro diz já ter nomes para novo ministério
'Serão ministérios temporários, tampões, não haverá grande negociação política nisso aí', afirmou o presidente
Por Estadão Conteúdo |  19.02.2022 09h26

","



Eleições 2022: DEM oferece a Alckmin controle da sigla em SP
As negociações causaram atrito com a direção estadual do partido, controlada pelo presidente da Câmara Municipal de São Paulo, Milton Leite
Por Estadão Conteúdo |  04.06.2021 14h26

","



Portugal realizará eleições legislativas antecipadas em 30 de janeiro de 2022
Decisão do presidente conservador Marcelo Rebelo de Sousa busca superar o bloqueio após a rejeição aos orçamentos do Executivo socialista 
Por AFP |  04.11.2021 19h31

","



Bolsonaro não terá sucesso caso tente sabotar as eleições de 2022, avalia cientista político
Diante do retumbante fracasso do governo, os militares não terão outra alternativa senão voltar às casernas, opina José Luis Fiori
Por Rodrigo Martins |  19.07.2021 13h30

","



Oposição vê Bolsonaro encurralado e diz que mudanças visam eleições de 2022
Para parlamentares do PT, PCdoB e ex-aliado, presidente tenta viabilizar a continuidade do seu governo e criar uma aliança com o Centrão
Por Alisson Matos |  30.03.2021 09h36

","



Censo 2022/ Apagão sem-fim
Com falta de recenseadores, o trabalho de campo sofre novo atraso
Por CartaCapital |  03.11.2022 17h23

","



Lula minimiza apoio de Zema a Bolsonaro nas eleições: 'O povo tem consciência'
Durante campanha em Belo Horizonte, o petista prometeu terminar o Hospital Geral de Divinópolis, se eleito
Por CartaCapital |  09.10.2022 15h41

","



Eleições e Copa
Antes de curtir o Mundial de Futebol, precisamos derrotar a barbárie nas urnas e garantir que o resultado seja respeitado
Por Afonsinho |  29.09.2022 17h51

","



Candidaturas religiosas aumentam 29% em 2022
Entre 2018 e agora, o crescimento de candidatos evangélicos foi de 32,2%
Por CartaCapital |  18.09.2022 15h11

","



Nestas eleições, vote em mulheres negras comprometidas com a democracia
Como pontuou a educadora Macaé Evaristo em entrevista concedida recentemente a CartaCapital, nestas eleições, estamos diante de um verdadeiro plebiscito. Há apenas dois caminhos: a democracia ou a barbárie
Por Luana Tolentino |  26.08.2022 14h32

","



Comitiva brasileira pede aos EUA reconhecimento rápido do vencedor das eleições
Delegações de 19 organizações reforçaram ao governo de Joe Biden as ameaças que Bolsonaro tem feito à democracia
Por AFP |  27.07.2022 06h33

","



Em 2022, não se pode confiar nos militares e no sistema eleitoral ao mesmo tempo
Os militares não concordaram em participar da comissão do TSE para dar mais transparência à eleição, mas sim para fraudá-la por meio do cultivo de falsas dúvidas
Por Camilo Aggio |  29.05.2022 15h33

","



As condições de Marina Silva para apoiar Lula nas eleições
Ex-ministra justificou sua ausência em encontro da Rede com o petista e garantiu que estaria aberta ao diálogo com Lula e Haddad em SP
Por CartaCapital |  01.05.2022 10h24

","



Fenômeno que contribuiu para a vitória de Bolsonaro em 2018 deve ajudar Lula em 2022
Não estou argumentando em favor da tese de que temos uma eleição definida
Por Camilo Aggio |  27.03.2022 06h30

","



'Lula de 2022 é bem pior que o de 2002', diz ministro da Casa Civil
Ciro Nogueira disse que estas 'pessoas não podem voltar' ao governo e comentou ainda que o atual presidente não sabe se comunicar bem com a população
Por Estadão Conteúdo |  30.01.2022 09h14

","



Portugal: Covid pode isolar cerca de 400 mil eleitores no dia das eleições gerais
O apelo dos partidos é para que, com o aumento dos casos e as previsões para o dia do pleito, as pessoas votem antes para não correrem o risco de perder a eleição
Por RFI |  18.01.2022 08h25

","



O PT e os muitos obstáculos para alcançar a federação em 2022
O partido tem dificuldades para compor com PSB em ao menos cinco estados; Lula não deve comentar o assunto publicamente
Por Ana Flávia Gussen |  17.12.2021 16h22

","



Lula, Alckmin e as chaves para 2022 | Entrevista com Flávio Dino
Thais Reis Oliveira e Leonardo Miazzo entrevistam o governador do Maranhão. Em pauta, as expectativas para as eleições presidenciais de 2022 – e como uma chapa progressista poderá garantir a vitória contra os principais candidatos da direita, o ex-juiz Sergio Moro e o ex-capitão Jair […]
Por Thais Reis Oliveira |  06.12.2021 12h24

"
"2","



Religião nas eleições 2022: o saldo final e o que esperar do futuro
Ao novo governo emerge o desafio não apenas de conviver com esta nova realidade, mas aprender dela e considerar os múltiplos espaços de audição e de diálogo
Por Magali Cunha |  03.11.2022 19h18

","



Eleições 2022: Veja quais pesquisas serão divulgadas esta semana
O Ipespe apontou nesta segunda-feira uma menor distância entre Lula e Bolsonaro nos últimos meses
Por Estadão Conteúdo |  25.07.2022 12h18

","



Eleições 2022: Lula convida Randolfe Rodrigues para integrar equipe de campanha
O parlamentar ainda não deu resposta definitiva ao petista porque pretende disputar o governo do Amapá, cargo para o qual está bem posicionado nas pesquisas
Por Estadão Conteúdo |  26.01.2022 11h42

","



Eleições 2022: PRTB vira opção como possível partido de Bolsonaro
Os movimentos para filiar Bolsonaro são conduzidos por Levy Fidelix Filho após a morte do pai dele, que foi fundador da sigla
Por Estadão Conteúdo |  27.04.2021 18h08

","



CPMI das Fake News pode ser 'casa para receber denúncias' nas eleições de 2022, diz senador
'Não vamos focar nas eleições de 2018, porque já estaremos em 2022', afirmou a CartaCapital o presidente da comissão mista
Por Victor Ohana |  19.10.2021 20h05

","



Proposta de reforma política prevê 'distritão' para eleições de 2022
Para que as mudanças sejam válidas para a próxima eleição, a proposta precisa ser aprovada no Congresso até outubro
Por Estadão Conteúdo |  15.07.2021 09h25

","



Alianças locais moldam articulações para eleições de 2022
Agremiações assediadas do centro à esquerda por quem busca apoio na disputa ao Palácio do Planalto 
Por Estadão Conteúdo |  21.03.2021 08h49

","



Diretor-geral da PRF será investigado criminalmente por conduta nas eleições
Entram na mira de subprocuradores-gerais as operações contra o transporte de eleitores e os bloqueios de estradas por bolsonaristas
Por CartaCapital |  01.11.2022 13h28

","



Milhares de pessoas protestam nos EUA pelo direito ao aborto antes de eleições-chave
A Suprema Corte em junho encerrou décadas de proteção federal dos direitos ao aborto, deixando para cada estado definir seus próprios padrões

Por AFP |  09.10.2022 09h31

","



Neymar faz dancinha e declara voto em Bolsonaro nas eleições
A manifestação do atleta foi comemorada pelo filho do presidente, o senador Flávio Bolsonaro
Por CartaCapital |  29.09.2022 17h33

","



Nestas eleições, não usarei a camiseta do meu candidato – tenho medo
A atmosfera de ameaça, a institucionalização do ódio e a escalada da violência nos silencia e imobiliza
Por Luana Tolentino |  16.09.2022 17h17

","



Angola se prepara para “eleições mais disputadas da história” do país
As eleições no país africano terão mais de 2 mil observadores nacionais e internacionais
Por RFI |  23.08.2022 06h45

","



Após fake news de Bolsonaro, EUA afirmam que eleições brasileiras são 'um modelo para o mundo'
A nota reafirma a confiança do governo norte-americano 'na força das instituições democráticas brasileiras'
Por CartaCapital |  19.07.2022 21h19

","



Manuela sinaliza que não concorrerá em 2022: 'Não são os mandatos que me fizeram militante'
A ex-deputada federal aparecia como uma potencial candidata competitiva ao Senado pelo Rio Grande do Sul
Por CartaCapital |  28.05.2022 10h00

","



PSOL oficializa apoio a Lula nas eleições presidenciais
Diretório nacional avalizou o endosso ao petista por 35 votos a 25
Por Agência O Globo |  30.04.2022 16h40

","



Uma agenda para 2022
Os pesquisadores que colaboram com o OBC continuarão mantendo o seu posicionamento científico e crítico na discussão das grandes questões nacionais
Por Observatório do Banco Central |  02.03.2022 11h08

","



Medo e desinformação devem dominar disputa nas redes em 2022
Na busca por votos, analistas afirmam que Bolsonaro poderá não ser único candidato a recorrer à estratégia do medo e questionam capacidade de mobilização dos bolsonaristas para além da própria bolha
Por Deutsche Welle |  28.01.2022 11h27

","



Ativismo digital cresce no Brasil e terá papel neste ano de eleições
“A sociedade quer mais espaços democráticos, livres e seguros para se engajar em pautas e se fazer ouvida”, afirma diretora de plataforma de petições
Por Change.org |  17.01.2022 17h42

","



Ciro 'convida' Moro para debate sobre 2022: 'Covarde, dissimulado e despreparado'
O pedetista respondeu a uma declaração do ex-juiz que colocou em dúvida as presenças de Bolsonaro e Lula em debates no ano que vem
Por Victor Ohana |  14.12.2021 17h21

","



Bolsonaro não será boia salva-vidas nas eleições. Será uma âncora, diz deputado do PL
Para Marcelo Ramos, de saída do partido, o presidente não tem plano e aposta no carisma
Por CartaCapital |  02.12.2021 08h50

"
"3","



Rede Lado: votaremos em Lula no segundo turno das Eleições 2022
Rede nacional de advogados e advogadas trabalhistas se pronuncia sobre a importância das eleições do próximo domingo
Por Lado |  28.10.2022 08h28

","



Eleições 2022: quais pesquisas para presidente serão divulgadas esta semana?
Dois institutos farão levantamentos nacionais
Por Estadão Conteúdo |  18.07.2022 11h30

","



Eleições 2022: Bolsonaro diz que pretende ir a todos os debates
Apesar de admitir que irá aos debates, em alguns momentos da entrevista, o presidente chegou a usar a expressão 'caso eu seja candidato' 
Por Estadão Conteúdo |  12.01.2022 11h10

","



Eleições 2022: o futuro é incerto e é preciso construí-lo
'De minha parte não aposto, sequer, como fatos consumados, nas candidaturas de Lula e do capitão', escreve Roberto Amaral
Por Roberto Amaral |  22.04.2021 07h42

","



PGR decide investigar suposta ameaça de Braga Netto às eleições de 2022
Segundo o jornal Estado de S. Paulo, o ministro da Defesa teria dito que não haveria eleições caso o voto impresso não fosse aprovado
Por CartaCapital |  29.09.2021 11h56

","



Doria: 'Não há nenhum risco de que não ocorram eleições em 2022'
PSDB vai definir em novembro o candidato para disputar pleito do próximo ano
Por Estadão Conteúdo |  11.07.2021 11h32

","



Após conciliação, DEM apoia Mandetta para as eleições presidenciais de 2022
Partido se comprometeu a dar apoio logístico e de comunicação para que o ex-ministro viaje pelo Brasil
Por Estadão Conteúdo |  02.03.2021 20h56

","



Lula X Bolsonaro: eleição de 2022 foi a mais disputada desde a redemocratização
A última eleição mais concorrida após a ditadura militar e a constituinte foi a de 2014 entre Dilma e Aécio 
Por Camila da Silva |  30.10.2022 21h55

","



Em Campinas, Lula sobe o tom contra Bolsonaro: 'Sabe que vai perder as eleições'
O petista apostou na figura de Alckmin para agregar eleitores e se mostrou confiante em vitória no estado, onde aparece tecnicamente empatado com o atual presidente
Por CartaCapital |  08.10.2022 14h43

","



63% dos brasileiros querem as eleições decididas no primeiro turno, aponta pesquisa
Os principais levantamentos eleitorais do País apontam para a possibilidade de Lula ser eleito já no dia 2 de outubro
Por CartaCapital |  29.09.2022 10h04

","



Eleitores de Ciro são os mais dispostos a mudar de voto nestas eleições, diz PoderData
Ao todo, 28% dos que indicam voto no pedetista estão abertos a escolherem outro candidato nesta reta final; 24% de Simone Tebet também fazem essa sinalização
Por Getulio Xavier |  15.09.2022 07h52

","



Candidatos às eleições deste ano têm R$ 84 milhões em multas ambientais
Consulte se seu candidato está na lista dos 251 que foram multados pelo Ibama; entre os nomes estão governadores, lideranças bolsonaristas e lobistas de garimpo
Por Agência Pública |  22.08.2022 15h38

","



'Sempre mantive meu voto em segredo', diz o cantor Roberto Carlos, ao falar de eleições
Artista de 81 anos nega ligação de Jair Bolsonaro e ressalta que não pretende apoiar nenhum candidato ou partido em 2022
Por Agência O Globo |  19.07.2022 12h22

","



Bolsonaro é o pré-candidato mais rejeitado nestas eleições, aponta Ipespe
Avaliação do trabalho do ex-capitão também segue negativa e soma 60% de reprovação, de acordo com o levantamento do instituto
Por Getulio Xavier |  27.05.2022 09h54

","



Eleições: Projeto enviará aos candidatos sugestões da população sobre a saúde
A ação é fruto do 'Voto Pela Saúde'; a petição reúne mais de 16 mil assinaturas para que os candidatos recebam e considerem o documento
Por Change.org |  19.04.2022 18h20

","



Com eleições, comunicadores e jornalistas encaram cenário de alto risco no Brasil
Apesar do país está em alerta vermelho sobre a escalada da violência contra a categoria, programa de proteção ainda não é efetivo como medida de contenção do problema
Por Iara Moura |  26.02.2022 07h00

","



Disputa acirrada e voto presencial de doentes com Covid marcam eleições em Portugal
Os socialistas, que comandam o atual governo, podem vencer, mas isso não garante a continuidade do mandato do atual primeiro-ministro António Costa
Por RFI |  28.01.2022 06h54

","



Em 2022, não falemos apenas para os nossos
Todo aquele que tenha a mínima capacidade de escutar deve ser nosso interlocutor
Por Esther Solano |  14.01.2022 10h00

","



Lula mantém favoritismo em todos os cenários para 2022 e Moro cai, diz pesquisa
Segundo levantamento Modalmais, o petista derrotaria qualquer adversário no 2º turno; Bolsonaro empataria tecnicamente com Ciro e Moro
Por CartaCapital |  14.12.2021 16h39

","



'Ainda estou orando, mas essa é a tendência', diz Dallagnol sobre candidatura em 2022
'Tenho conversado com diferentes partidos para isso', afirmou o ex-procurador da Lava Jato
Por CartaCapital |  30.11.2021 20h40

"
"4","



Eleições 2022: Como a religião e as fake news se tornaram o centro do debate
Programa 'Fechamento' conta com a participação de Eliara Santana, do Observatório das Eleições
Por Cacá Melo |  25.10.2022 16h53

","



Eleições 2022: restrições para agentes públicos começam a valer hoje
Medidas estão previstas na Lei das Eleições
Por Agência Brasil |  02.07.2022 13h38

","



Presidente do TSE apresenta nova urna eletrônica para as eleições 2022
Serão 224.999 urnas novas de um total de 577.125 equipamentos disponíveis em 2022
Por Estadão Conteúdo |  13.12.2021 15h32

","



Eleições 2022: PT e centro já disputam apoio de evangélicos
Bolsonaro ganhou ainda mais pontos com esse eleitorado ao tentar convencer o STF da abertura de templos em meio à pandemia
Por Estadão Conteúdo |  17.04.2021 08h57

","



XP esclarece que não divulgou pesquisa sobre as eleições de 2022 nesta segunda
A mais recente rodada promovida pela instituição em parceria com o Ipespe é a de 17 de agosto e indica a liderança de Lula
Por CartaCapital |  30.08.2021 14h59

","



Bolsonaro diz que pode não aceitar o resultado de 2022 e volta a mentir sobre eleições de 2014
'Se esse método continuar aí, sem a contagem pública, eles vão ter problemas', afirmou o presidente em entrevista a uma rádio gaúcha
Por CartaCapital |  07.07.2021 15h17

","



Eleições: Campo progressista tem muitas arestas a aparar até 2022
De modo geral, as legendas de esquerda sofreram duro revés nos pleitos municipais deste ano
Por Rodrigo Martins |  05.12.2020 09h17

","



Eleição 2022 e a reconstrução democrática
A eleição de hoje não significa o fim do processo de erosão democrática, mas significa a retomada de um processo de pactuação que pode recolocar a democracia brasileira no lugar. Não é pouco
Por Leonardo Avritzer e Eliara Santana |  30.10.2022 09h09

","



Ex-ministro de Temer, Moreira Franco declara voto em Lula nas eleições
'Mais que nunca, o Brasil precisa de democracia, desenvolvimento, empregos, renda e igualdade de oportunidades para todos', defendeu o emedebista
Por CartaCapital |  08.10.2022 11h26
 
","



Nove estados anunciam Lei Seca no dia das eleições
Quem não respeitar a regra poderá ser preso
Por Agência Brasil |  28.09.2022 19h38

","



PSOL propõe ao STF proibir o uso do orçamento secreto durante as eleições
O partido defende que a ampliação de apoio político e parlamentar há 20 dias das eleições pode interferir na lisura e no equilíbrio do processo eleitoral
Por Marina Verenicz |  13.09.2022 12h11

","



Ninguém melhor que Moraes para conduzir as eleições de modo firme e democrático, diz ministro do TSE
Na posse de Moraes como presidente da Corte, Mauro Campbell afirmou que 'o povo brasileiro confia e acredita em suas capacidades'
Por CartaCapital |  16.08.2022 20h04
 
","



Mortes por intolerância política no Brasil já superam as de 4 eleições nacionais
Monitoramento da violência política mostra que, a partir de 2018, homicídios por divergências partidária e ideológica tornaram-se mais frequentes
Por Estadão Conteúdo |  18.07.2022 06h17

","



Governo dos EUA diz acreditar que Brasil terá eleições 'livres e justas'
'Acreditamos que o sistema brasileiro, como tem feito repetidamente, produzirá um vencedor e isso será feito de maneira livre e justa', afirmou Don Graves, secretário adjunto do Departamento de Comércio dos Estados Unidos
Por Estadão Conteúdo |  19.05.2022 06h32

","



No Sul, a esquerda se une nas eleições estaduais – mas pesquisas são frustrantes
Em 2018, Bolsonaro ganhou de lavada na região. Lula retomou parte do terreno, mas as lideranças locais sofrem para decolar
Por René Ruschel |  14.04.2022 12h50

","



As eleições serão uma disputa entre democracia e antidemocracia. O resto é distração
É difícil que a agenda moral de campanha funcione para Bolsonaro como em 2018 
Por Camilo Aggio |  25.02.2022 14h24

","



Depois de por abaixo a 'geringonça', a esquerda portuguesa chega enfraquecida às eleições
Pode ser, como espero, que o Partido Socialista ainda ganhe as eleições. Mas o cenário político mudou irreversivelmente
Por José Sócrates |  28.01.2022 00h01

","




Mônica Calazans, 1ª vacinada contra a Covid, anuncia filiação ao MDB e pode disputar as eleições
Uma das opções é a corrida por uma vaga na Câmara dos Deputados
Por CartaCapital |  05.01.2022 19h32

","



Ex-ministro da Defesa de Bolsonaro deve assumir a direção-geral do TSE em 2022
O general Fernando Azevedo e Silva foi exonerado do governo em março deste ano
Por CartaCapital |  14.12.2021 16h11

","



Unidade em 2022
Não basta construir uma estratégia para as eleições, é preciso criar conjuntamente um projeto para o País
Por Guilherme Boulos |  30.11.2021 12h14

"
"5","



Eleições 2022: quem são os deputados federais eleitos em cada estado
Cada unidade da federação elege um número de parlamentares proporcional à população
Por CartaCapital |  03.10.2022 09h11

","



Eleições 2022: Bolsonaro diz que irá participar de debates no segundo turno
Ele diz ainda que saída de João Doria da disputa 'não faz diferença' e que não acredita em Terceira Via
Por Agência O Globo |  31.05.2022 13h46

","
 


Eleições 2022: PSOL abre negociação sobre federação com Rede e PCdoB
Em nota, a legenda diz que as federações permitem 'o enfrentamento da cláusula de barreira, criada para asfixiar os partidos ideológicos'
Por CartaCapital |  10.12.2021 15h35

","



MP Eleitoral investiga 83 casos de violência política de gênero nas eleições de 2022
Mais da metade dos ataques aconteceram pela internet

Por CartaCapital |  11.10.2022 15h17

","



Dino alerta que Bolsonaro pode incentivar uma guerra civil nas eleições de 2022
Governador do Maranhão volta a defender o impeachment e diz: O Mourão é uma pessoa mais à direita, mas não se comportaria como um arruaceiro
Por Marina Verenicz |  23.08.2021 11h15

","



Não acredito que Lula seja retirado das eleições de 2022, diz Cristiano Zanin
Em entrevista a CartaCapital, o advogado do ex-presidente analisa as vitórias no STF e os anos de ilegalidades praticadas pela Lava Jato
Por Leonardo Miazzo |  30.06.2021 11h49

","



Após eleições, Tatto pede diálogo com Ciro e setores do MDB em 2022
Para o candidato do PT em São Paulo, será necessário abrir um 'diálogo franco' com outras lideranças e partidos
Por CartaCapital |  30.11.2020 13h32

","



1985, 2022
Um filme argentino, as eleições no Brasil e as diferenças entre os dois países
Por Sergio Lirio |  27.10.2022 15h20

","



Eleições/ Deus é inocente
Mas os homens continuam a usá-lo para fazer política da pior espécie
Por CartaCapital |  06.10.2022 13h43

","



Eurodeputados pedem monitoramento das eleições no Brasil e sanções se resultado não for respeitado
50 deputados do Parlamento Europeu entregaram uma carta à presidente da Comissão Europeia, pedindo apoio às instituições democráticas do Brasil
Por RFI |  28.09.2022 15h11

","



Podcast da Change.org debate eleições com ativistas, especialistas e influenciadores
Disponível nas principais plataformas, 'Vozes que Transformam o Mundo' conta com cinco episódios e participações de Natalia Pasternak, Ailton Krenak, Fe Cortez e Gonzalo Vecina 
Por Change.org |  11.09.2022 07h59

","



Eleições terão mais de 1,8 mil policiais candidatos, aponta levantamento
A maioria esmagadora das candidaturas está ligada a partidos de direita; o volume representa um aumento de 27% em comparação com o pleito anterior
Por CartaCapital |  16.08.2022 14h31

","



Auditoria conclui que TSE tem mecanismos adequados para evitar riscos nas eleições
TCU analisou possibilidade de 'incidentes graves', como ataques cibernéticos, e acompanhou testes
Por Agência O Globo |  13.07.2022 15h55

","



Na disputa de 2022, Brasil deve jogar pelo Estado Democrático de Direito
O jogo será entre um Brasil envergonhado e um país que temos orgulho de defender. Nunca foi tão fácil escolher!
Por Jandira Feghali |  18.05.2022 05h30

","



Eleições na França dirão se o eleitor aprova resposta europeia à guerra na Ucrânia, diz ex-embaixador
Para Marcos Azambuja, a reeleição de Emmanuel Macron era previsível, mas sua incapacidade de deter a Rússia rebaixou a posição do governo francês
Por Victor Ohana |  08.04.2022 05h22

","



'Investidas maliciosas contra eleições constituem ataques à democracia', diz novo presidente do TSE
Edson Fachin e Alexandre de Moraes tomaram posse como presidente e vice no Tribunal Superior Eleitoral
Por Victor Ohana |  22.02.2022 20h51

","



Discurso de ódio contra nordestinos. O que está por vir em 2022?
Não devemos subestimar o poder da máquina de produção de desinformação e discurso de ódio, que certamente exibirá a sua artilharia nas eleições
Por Ana Carolina Westrup e Paulo Victor Melo |  27.01.2022 14h23

","



TSE repete medidas sem eficácia para combater fake news em 2022
Durante o ano de 2021, o TSE concentrou esforços no enfrentamento à campanha de inverdades capitaneada pelo presidente Jair Bolsonaro
